1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
;;;;;;;;;;;;;;;
;;;AU per cluster 2026;;;;;;;;;;;;
;;;;;;;;;;;;;;;
CBS;Naam;Prov;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
1978;Molenlanden;8; 9.771.497 ; 5.396.514 ; 9.760.773 ; 16.643.481 ; 17.170.242 ; 5.942.909 ; 5.873.383 ; 10.549.052 ; 21.460.019 ; -00 ; -8.055.155 ; -11.819.056 ; 82.693.657 
569;Nieuwkoop;8; 6.574.132 ; 3.255.549 ; 7.276.039 ; 9.944.672 ; 11.533.988 ; 3.609.940 ; 3.472.224 ; 7.108.059 ; 13.615.001 ; -00 ; -5.242.075 ; -8.474.168 ; 52.673.363 
1930;Nissewaard;8; 26.640.607 ; 22.580.522 ; 26.507.213 ; 43.784.059 ; 33.701.226 ; 14.918.934 ; 16.232.704 ; 29.013.821 ; 25.975.555 ; 4.412.629 ; -15.686.804 ; -18.681.266 ; 209.399.201 
575;Noordwijk;8; 11.143.640 ; 6.183.253 ; 12.311.025 ; 16.732.442 ; 18.146.060 ; 6.629.574 ; 6.500.745 ; 11.919.623 ; 13.471.229 ; 1.923.327 ; -8.155.661 ; -16.656.512 ; 80.148.747 
579;Oegstgeest;8; 6.606.939 ; 3.377.436 ; 4.708.068 ; 5.623.104 ; 10.395.174 ; 3.543.438 ; 5.438.932 ; 6.716.458 ; 6.514.789 ; 2.237.942 ; -4.627.146 ; -8.379.462 ; 42.155.671 
590;Papendrecht;8; 8.589.912 ; 6.272.553 ; 9.797.554 ; 13.441.038 ; 12.768.027 ; 4.773.141 ; 5.815.128 ; 9.044.160 ; 9.806.912 ; 166.623 ; -5.735.367 ; -8.033.512 ; 66.706.169 
1926;Pijnacker-Nootdorp;8; 14.774.485 ; 5.566.596 ; 7.706.438 ; 14.290.268 ; 21.873.215 ; 8.059.695 ; 8.394.245 ; 14.128.313 ; 18.252.835 ; 7.425.611 ; -10.321.495 ; -15.911.272 ; 94.238.935 
597;Ridderkerk;8; 13.096.433 ; 10.588.062 ; 17.087.156 ; 23.584.064 ; 18.624.468 ; 7.751.552 ; 8.753.970 ; 13.316.253 ; 17.869.574 ; -555.243 ; -8.523.233 ; -14.587.507 ; 107.005.549 
603;Rijswijk;8; 18.758.478 ; 15.112.654 ; 15.997.258 ; 25.009.688 ; 23.821.553 ; 12.488.110 ; 14.748.825 ; 15.893.891 ; 19.235.203 ; 6.652.555 ; -10.781.581 ; -15.773.294 ; 141.163.340 
599;Rotterdam;8; 290.846.959 ; 312.434.187 ; 259.763.233 ; 403.738.391 ; 259.049.454 ; 174.550.625 ; 154.950.485 ; 345.882.684 ; 264.824.355 ; 61.892.444 ; -119.498.210 ; -213.295.450 ; 2.195.139.155 
606;Schiedam;8; 27.882.473 ; 23.138.284 ; 23.728.816 ; 40.473.361 ; 31.822.303 ; 18.017.201 ; 17.088.528 ; 27.966.073 ; 31.979.055 ; 360.295 ; -14.602.022 ; -19.620.448 ; 208.233.918 
518;'s-Gravenhage;8; 239.279.367 ; 219.360.357 ; 188.743.438 ; 276.690.830 ; 221.810.313 ; 147.941.614 ; 122.942.030 ; 276.734.734 ; 225.016.032 ; 87.813.515 ; -101.028.158 ; -178.919.293 ; 1.726.384.780 
610;Sliedrecht;8; 6.959.576 ; 6.081.117 ; 7.716.010 ; 12.407.316 ; 10.643.952 ; 3.905.574 ; 4.585.578 ; 7.426.034 ; 8.941.403 ; 3.515.635 ; -4.723.567 ; -6.899.271 ; 60.559.356 
1525;Teylingen;8; 9.544.584 ; 4.281.720 ; 8.635.667 ; 12.431.589 ; 14.949.306 ; 5.063.437 ; 5.345.385 ; 10.522.811 ; 11.562.720 ; 127.263 ; -6.820.681 ; -11.626.014 ; 64.017.786 
622;Vlaardingen;8; 24.611.715 ; 23.899.245 ; 26.264.893 ; 40.879.287 ; 29.976.480 ; 15.056.911 ; 15.475.161 ; 25.415.235 ; 25.855.624 ; 471.465 ; -13.719.139 ; -18.072.478 ; 196.114.399 
1992;Voorne aan Zee;8; 18.913.527 ; 11.377.218 ; 22.093.594 ; 27.420.886 ; 28.504.371 ; 10.522.461 ; 11.287.774 ; 22.057.149 ; 21.972.168 ; -00 ; -13.233.837 ; -19.311.005 ; 141.604.306 
626;Voorschoten;8; 6.571.948 ; 3.263.789 ; 6.734.996 ; 7.158.126 ; 10.393.883 ; 3.694.145 ; 2.885.513 ; 6.594.075 ; 7.063.880 ; 2.625.361 ; -4.599.090 ; -6.988.374 ; 45.398.251 
627;Waddinxveen;8; 9.140.676 ; 4.482.809 ; 6.723.738 ; 12.708.683 ; 13.544.866 ; 4.824.955 ; 7.616.028 ; 9.817.021 ; 14.636.485 ; 170.847 ; -6.220.491 ; -10.134.377 ; 67.311.241 
629;Wassenaar;8; 7.119.112 ; 3.554.645 ; 7.751.962 ; 8.001.238 ; 10.988.380 ; 4.119.469 ; 4.322.925 ; 6.976.488 ; 7.690.009 ; -00 ; -4.887.643 ; -10.496.003 ; 45.140.582 
1783;Westland;8; 31.684.305 ; 15.808.924 ; 34.467.946 ; 51.239.779 ; 43.481.377 ; 15.533.378 ; 17.462.224 ; 39.563.257 ; 36.183.713 ; -5.789.962 ; -20.760.896 ; -37.935.782 ; 220.938.263 
637;Zoetermeer;8; 42.759.315 ; 29.441.371 ; 36.415.691 ; 57.635.938 ; 49.145.689 ; 23.741.952 ; 25.747.461 ; 46.440.252 ; 35.868.999 ; 10.456.296 ; -23.059.731 ; -32.102.469 ; 302.490.765 
638;Zoeterwoude;8; 2.331.384 ; 861.985 ; 2.060.747 ; 2.666.623 ; 4.564.452 ; 1.446.862 ; 1.117.379 ; 2.296.570 ; 5.120.904 ; 1.257.168 ; -1.800.748 ; -3.541.695 ; 18.381.631 
1892;Zuidplas;8; 11.805.596 ; 5.915.074 ; 8.483.682 ; 15.185.113 ; 18.580.845 ; 6.831.242 ; 7.624.278 ; 11.676.791 ; 18.604.597 ; 2.652.305 ; -8.652.327 ; -14.393.707 ; 84.313.490 
642;Zwijndrecht;8; 12.632.777 ; 12.311.639 ; 15.788.527 ; 23.078.237 ; 17.465.061 ; 7.621.628 ; 8.283.260 ; 12.810.046 ; 15.338.434 ; 690.588 ; -7.931.921 ; -11.726.427 ; 106.361.849 
654;Borsele;9; 5.260.870 ; 3.114.397 ; 6.438.482 ; 10.332.108 ; 9.289.694 ; 3.297.538 ; 3.049.504 ; 5.711.386 ; 11.507.684 ; -00 ; -4.106.330 ; -6.771.830 ; 47.123.501 
664;Goes;9; 12.046.701 ; 9.203.711 ; 16.908.685 ; 22.321.134 ; 15.895.889 ; 6.347.851 ; 10.073.291 ; 15.199.548 ; 15.094.469 ; -2.878.944 ; -7.124.150 ; -11.687.790 ; 101.400.395 
677;Hulst;9; 7.031.977 ; 4.118.608 ; 11.362.528 ; 14.042.212 ; 11.049.713 ; 3.657.391 ; 4.185.116 ; 8.889.431 ; 13.200.173 ; -4.010.051 ; -4.861.540 ; -6.472.215 ; 62.193.343 
678;Kapelle;9; 3.196.078 ; 1.513.008 ; 3.607.667 ; 5.618.492 ; 5.572.632 ; 1.688.959 ; 1.931.107 ; 3.626.531 ; 5.453.635 ; -882.511 ; -2.310.554 ; -3.573.653 ; 25.441.392 
687;Middelburg;9; 15.379.636 ; 13.119.876 ; 19.551.853 ; 27.405.895 ; 19.749.015 ; 7.849.570 ; 9.540.174 ; 20.806.510 ; 17.903.575 ; -2.390.495 ; -8.905.543 ; -13.180.235 ; 126.829.832 
1695;Noord-Beveland;9; 1.845.432 ; 1.191.853 ; 3.101.150 ; 2.418.843 ; 4.143.292 ; 1.708.569 ; 975.550 ; 1.904.813 ; 6.239.392 ; 102.659 ; -1.428.737 ; -3.255.104 ; 18.947.712 
703;Reimerswaal;9; 5.552.849 ; 3.451.168 ; 6.364.819 ; 12.258.674 ; 9.234.534 ; 3.154.103 ; 4.113.982 ; 6.063.842 ; 10.334.115 ; -1.300.893 ; -4.143.620 ; -5.940.219 ; 49.143.353 
1676;Schouwen-Duiveland;9; 8.262.799 ; 5.168.612 ; 13.790.075 ; 15.120.992 ; 14.300.074 ; 5.625.451 ; 4.782.422 ; 10.836.858 ; 19.700.509 ; -2.762.415 ; -6.110.575 ; -12.679.182 ; 76.035.620 
1714;Sluis;9; 5.895.920 ; 3.270.099 ; 10.267.272 ; 10.205.493 ; 10.407.951 ; 4.637.439 ; 3.528.767 ; 6.917.164 ; 15.224.136 ; -2.101.558 ; -4.100.826 ; -9.898.004 ; 54.253.852 
715;Terneuzen;9; 15.523.398 ; 12.272.067 ; 24.551.584 ; 31.119.371 ; 21.667.910 ; 8.578.152 ; 9.644.539 ; 18.101.483 ; 21.491.609 ; -790.206 ; -9.882.361 ; -15.823.981 ; 136.453.566 
716;Tholen;9; 6.105.301 ; 4.209.525 ; 7.491.298 ; 13.146.333 ; 10.681.638 ; 3.827.010 ; 4.286.360 ; 7.193.781 ; 12.827.358 ; -00 ; -4.784.119 ; -6.033.631 ; 58.950.855 
717;Veere;9; 4.861.745 ; 2.164.860 ; 7.122.913 ; 6.459.329 ; 9.570.352 ; 3.927.000 ; 2.473.570 ; 5.595.491 ; 11.426.538 ; -00 ; -3.896.797 ; -9.445.026 ; 40.259.975 
718;Vlissingen;9; 14.468.612 ; 15.645.880 ; 19.777.218 ; 28.207.434 ; 18.278.572 ; 7.833.167 ; 6.839.333 ; 17.739.249 ; 16.586.212 ; -1.057.779 ; -8.124.763 ; -12.419.287 ; 123.773.846 
1723;Alphen-Chaam;10; 2.271.818 ; 939.586 ; 2.704.543 ; 3.046.583 ; 4.666.876 ; 1.328.190 ; 1.274.163 ; 2.422.872 ; 5.744.002 ; -525.786 ; -1.871.421 ; -3.115.489 ; 18.885.936 
1959;Altena;10; 12.821.563 ; 8.000.190 ; 14.973.610 ; 24.381.459 ; 22.056.000 ; 7.570.559 ; 8.340.092 ; 14.246.020 ; 20.987.229 ; -00 ; -10.428.037 ; -14.655.815 ; 108.292.871 
743;Asten;10; 4.185.636 ; 2.439.645 ; 5.463.822 ; 7.970.754 ; 7.149.427 ; 2.303.540 ; 2.387.097 ; 4.867.632 ; 7.008.414 ; -1.630.068 ; -3.087.073 ; -4.984.772 ; 34.074.055 
744;Baarle-Nassau;10; 1.583.933 ; 1.166.899 ; 2.558.919 ; 3.034.685 ; 3.542.361 ; 1.027.061 ; 1.085.776 ; 1.689.173 ; 4.739.975 ; -00 ; -1.279.399 ; -2.280.648 ; 16.868.734 
1724;Bergeijk;10; 4.327.325 ; 2.223.635 ; 5.264.231 ; 6.682.876 ; 7.943.533 ; 2.741.890 ; 2.141.611 ; 4.803.708 ; 8.784.562 ; -00 ; -3.420.551 ; -5.869.820 ; 35.622.999 
748;Bergen op Zoom;10; 22.052.053 ; 18.750.254 ; 26.092.697 ; 37.059.353 ; 26.952.462 ; 11.526.185 ; 13.999.442 ; 27.041.694 ; 22.600.052 ; -2.326.829 ; -12.464.422 ; -18.727.940 ; 172.555.000 
1721;Bernheze;10; 7.327.107 ; 4.242.028 ; 8.341.121 ; 12.119.611 ; 12.675.449 ; 4.001.546 ; 3.857.000 ; 8.231.088 ; 10.994.569 ; -00 ; -5.789.881 ; -8.610.924 ; 57.388.714 
753;Best;10; 8.417.381 ; 4.565.272 ; 7.548.475 ; 11.718.030 ; 12.413.842 ; 4.289.154 ; 4.251.194 ; 9.514.138 ; 9.228.980 ; 642.504 ; -5.620.479 ; -9.273.265 ; 57.695.226 
1728;Bladel;10; 4.762.613 ; 2.716.543 ; 6.007.231 ; 7.292.514 ; 8.582.333 ; 2.849.888 ; 3.561.729 ; 5.273.751 ; 9.446.713 ; 17.666 ; -3.730.057 ; -6.980.420 ; 39.800.502 
755;Boekel;10; 2.553.566 ; 1.518.646 ; 2.651.733 ; 4.204.553 ; 4.957.311 ; 1.438.388 ; 1.288.048 ; 2.866.692 ; 5.033.935 ; -00 ; -2.035.852 ; -3.058.799 ; 21.418.220 
757;Boxtel;10; 8.841.185 ; 7.062.552 ; 11.132.134 ; 16.105.443 ; 13.417.397 ; 4.894.735 ; 5.758.511 ; 9.952.605 ; 10.203.057 ; -00 ; -6.080.210 ; -8.706.511 ; 72.580.897 
758;Breda;10; 61.198.548 ; 45.781.276 ; 63.838.922 ; 93.304.118 ; 71.648.659 ; 31.169.218 ; 33.850.673 ; 79.090.699 ; 55.733.743 ; -16.219.222 ; -33.521.684 ; -60.090.223 ; 425.784.726 
1706;Cranendonck;10; 5.194.198 ; 2.927.496 ; 6.979.123 ; 8.677.344 ; 8.693.644 ; 3.067.431 ; 3.193.787 ; 5.509.762 ; 8.798.253 ; -00 ; -3.847.077 ; -5.760.816 ; 43.433.148 
762;Deurne;10; 8.343.553 ; 5.566.009 ; 10.859.319 ; 16.359.558 ; 13.059.257 ; 4.330.665 ; 5.756.270 ; 10.142.046 ; 13.005.335 ; -840.426 ; -5.928.564 ; -9.347.283 ; 71.305.738 
766;Dongen;10; 6.874.218 ; 4.363.962 ; 7.663.028 ; 11.126.646 ; 10.898.510 ; 3.667.315 ; 3.636.664 ; 7.677.753 ; 8.077.639 ; -00 ; -4.882.316 ; -6.782.681 ; 52.320.737 
1719;Drimmelen;10; 6.302.984 ; 3.163.865 ; 7.807.756 ; 11.220.195 ; 11.178.010 ; 3.776.739 ; 3.399.558 ; 6.822.233 ; 9.561.942 ; -00 ; -5.024.373 ; -7.135.738 ; 51.073.170 
770;Eersel;10; 4.679.448 ; 2.223.122 ; 5.490.160 ; 6.532.260 ; 8.296.209 ; 2.714.497 ; 3.030.714 ; 5.192.874 ; 8.373.053 ; 506.327 ; -3.620.496 ; -6.073.155 ; 37.345.014 
772;Eindhoven;10; 97.097.455 ; 72.528.607 ; 95.326.642 ; 139.898.148 ; 95.481.032 ; 50.735.791 ; 46.290.835 ; 120.312.979 ; 77.293.365 ; -45.601.498 ; -44.221.405 ; -83.346.049 ; 621.795.902 
777;Etten-Leur;10; 12.871.856 ; 8.636.750 ; 14.314.835 ; 20.906.681 ; 17.626.854 ; 6.556.759 ; 7.181.022 ; 15.069.936 ; 14.339.117 ; -00 ; -8.071.847 ; -13.179.291 ; 96.252.674 
779;Geertruidenberg;10; 5.287.272 ; 4.183.065 ; 6.726.820 ; 10.350.240 ; 8.922.943 ; 2.976.518 ; 3.169.592 ; 6.408.161 ; 7.711.476 ; -00 ; -3.896.619 ; -6.745.058 ; 45.094.410 
1771;Geldrop-Mierlo;10; 10.549.978 ; 7.591.213 ; 12.367.324 ; 17.494.682 ; 15.925.772 ; 5.802.106 ; 5.555.407 ; 11.485.998 ; 10.870.732 ; 355.805 ; -7.236.730 ; -10.316.666 ; 80.445.621 
1652;Gemert-Bakel;10; 7.434.463 ; 5.215.425 ; 8.410.908 ; 14.422.954 ; 12.352.957 ; 4.089.203 ; 5.070.645 ; 8.773.387 ; 12.627.446 ; -925.747 ; -5.600.768 ; -8.428.486 ; 63.442.386 
784;Gilze en Rijen;10; 7.191.068 ; 4.523.514 ; 6.998.272 ; 11.756.690 ; 11.213.362 ; 4.213.683 ; 3.836.968 ; 7.156.634 ; 9.703.682 ; -00 ; -5.066.279 ; -7.929.529 ; 53.598.065 
785;Goirle;10; 5.718.802 ; 3.852.912 ; 6.002.989 ; 9.024.998 ; 9.787.090 ; 3.123.032 ; 4.574.437 ; 6.185.866 ; 7.012.321 ; 2.719.402 ; -4.344.808 ; -6.138.596 ; 47.518.444 
1655;Halderberge;10; 7.417.437 ; 5.529.034 ; 9.599.069 ; 13.552.944 ; 12.330.004 ; 4.503.016 ; 4.625.763 ; 8.162.559 ; 11.101.121 ; -00 ; -5.566.320 ; -9.653.320 ; 61.601.307 
1658;Heeze-Leende;10; 3.804.640 ; 1.450.748 ; 4.437.833 ; 4.607.915 ; 7.060.107 ; 2.191.040 ; 3.620.812 ; 4.165.144 ; 6.643.177 ; 350.818 ; -3.032.026 ; -5.071.384 ; 30.228.825 
794;Helmond;10; 30.993.279 ; 27.711.618 ; 33.625.730 ; 57.120.772 ; 36.602.308 ; 15.419.381 ; 18.754.205 ; 39.311.030 ; 26.519.744 ; -7.955.489 ; -17.144.662 ; -25.131.324 ; 235.826.593 
797;Heusden;10; 12.144.368 ; 7.057.572 ; 13.639.581 ; 21.069.626 ; 17.786.571 ; 6.101.645 ; 6.031.008 ; 15.213.535 ; 13.729.788 ; -2.324.541 ; -8.233.081 ; -12.189.583 ; 90.026.487 
798;Hilvarenbeek;10; 3.557.088 ; 1.615.414 ; 4.051.540 ; 4.827.662 ; 6.800.577 ; 2.026.567 ; 1.800.073 ; 3.855.537 ; 7.458.974 ; -00 ; -2.867.595 ; -5.031.611 ; 28.094.226 
1659;Laarbeek;10; 5.177.614 ; 3.163.246 ; 6.844.030 ; 9.594.057 ; 9.306.640 ; 2.995.851 ; 2.851.929 ; 5.708.131 ; 8.280.451 ; -00 ; -4.141.667 ; -6.351.912 ; 43.428.372 
1982;Land van Cuijk;10; 22.307.787 ; 14.781.940 ; 27.767.242 ; 40.343.180 ; 34.888.065 ; 12.516.562 ; 14.232.963 ; 25.422.891 ; 33.547.989 ; -00 ; -16.481.612 ; -25.221.909 ; 184.105.098 
809;Loon op Zand;10; 5.678.813 ; 3.253.691 ; 6.934.354 ; 9.994.813 ; 9.719.623 ; 3.178.139 ; 2.892.432 ; 6.183.673 ; 7.478.007 ; 628.764 ; -4.288.518 ; -7.260.200 ; 44.393.591 
1991;Maashorst;10; 15.896.462 ; 10.211.843 ; 19.816.394 ; 28.198.727 ; 22.842.564 ; 8.412.879 ; 9.127.452 ; 19.038.915 ; 21.194.286 ; -00 ; -10.595.842 ; -18.094.641 ; 126.049.039 
1948;Meierijstad;10; 21.597.606 ; 13.050.595 ; 24.408.723 ; 36.771.327 ; 31.899.500 ; 11.450.118 ; 13.105.031 ; 24.944.568 ; 29.280.679 ; -00 ; -15.042.221 ; -27.463.900 ; 164.002.024 
1709;Moerdijk;10; 8.871.014 ; 6.383.232 ; 11.003.744 ; 16.115.874 ; 14.866.527 ; 5.396.308 ; 5.422.271 ; 10.359.969 ; 18.735.955 ; -1.719.244 ; -6.796.177 ; -11.690.052 ; 76.949.421 
820;Nuenen, Gerwen en Nederwetten;10; 5.843.354 ; 3.226.638 ; 7.032.679 ; 6.657.207 ; 9.735.719 ; 3.086.284 ; 2.718.432 ; 6.509.086 ; 7.283.461 ; 338.134 ; -4.313.201 ; -6.886.506 ; 41.231.287 
823;Oirschot;10; 4.398.658 ; 2.012.137 ; 5.015.194 ; 6.013.591 ; 7.973.096 ; 2.414.834 ; 2.545.803 ; 5.093.875 ; 8.706.073 ; -00 ; -3.469.028 ; -6.673.757 ; 34.030.475 
824;Oisterwijk;10; 7.796.444 ; 4.368.497 ; 10.032.682 ; 11.708.077 ; 13.024.360 ; 4.503.434 ; 4.667.254 ; 9.101.168 ; 10.828.027 ; 196.066 ; -5.879.022 ; -9.926.954 ; 60.420.034 
826;Oosterhout;10; 16.569.726 ; 10.952.770 ; 19.762.062 ; 28.505.499 ; 22.523.751 ; 8.873.193 ; 9.891.717 ; 19.670.985 ; 18.610.565 ; -00 ; -10.366.598 ; -17.983.185 ; 127.010.485 
828;Oss;10; 27.164.942 ; 23.439.018 ; 31.582.263 ; 50.187.139 ; 35.971.408 ; 14.152.330 ; 17.360.074 ; 33.015.705 ; 31.913.882 ; -1.264.273 ; -16.911.689 ; -25.139.477 ; 221.471.323 
1667;Reusel-De Mierden;10; 3.065.497 ; 1.651.341 ; 3.225.083 ; 5.132.665 ; 5.806.478 ; 1.836.690 ; 1.681.455 ; 3.397.096 ; 6.622.275 ; -00 ; -2.424.377 ; -3.634.101 ; 26.360.100 
1674;Roosendaal;10; 23.409.340 ; 20.230.113 ; 29.020.364 ; 41.660.079 ; 29.739.467 ; 12.643.465 ; 14.095.795 ; 27.868.309 ; 25.121.102 ; -1.478.474 ; -13.800.999 ; -21.338.134 ; 187.170.428 
840;Rucphen;10; 5.697.431 ; 4.187.928 ; 7.617.134 ; 11.507.448 ; 9.568.038 ; 3.117.460 ; 3.063.231 ; 6.676.414 ; 7.788.112 ; -00 ; -4.260.817 ; -5.882.595 ; 49.079.784 
796;'s-Hertogenbosch;10; 52.319.575 ; 40.990.428 ; 54.398.030 ; 82.745.773 ; 61.437.634 ; 26.770.768 ; 27.422.882 ; 68.959.784 ; 47.776.436 ; -10.260.961 ; -28.683.051 ; -54.715.796 ; 369.161.503 
845;Sint-Michielsgestel;10; 6.697.778 ; 3.502.616 ; 7.176.529 ; 10.129.533 ; 11.779.645 ; 3.726.580 ; 4.336.333 ; 7.371.693 ; 8.717.146 ; 859.635 ; -5.358.384 ; -7.284.503 ; 51.654.600 
847;Someren;10; 4.695.679 ; 2.745.054 ; 5.621.403 ; 8.491.063 ; 8.198.777 ; 2.671.070 ; 2.824.977 ; 5.351.141 ; 8.616.097 ; -1.367.853 ; -3.586.935 ; -5.717.706 ; 38.542.768 
848;Son en Breugel;10; 4.267.489 ; 2.115.637 ; 4.430.355 ; 5.490.969 ; 7.394.778 ; 2.147.821 ; 2.307.675 ; 4.806.517 ; 6.389.554 ; 142.882 ; -3.219.541 ; -6.220.083 ; 30.054.052 
851;Steenbergen;10; 5.680.915 ; 4.130.004 ; 7.818.332 ; 11.804.091 ; 9.834.281 ; 3.366.666 ; 3.355.489 ; 6.577.095 ; 10.381.354 ; -402.535 ; -4.362.388 ; -6.839.929 ; 51.343.376 
855;Tilburg;10; 80.193.666 ; 73.152.334 ; 82.943.846 ; 130.359.476 ; 87.914.894 ; 42.233.090 ; 41.255.635 ; 100.011.795 ; 74.461.116 ; -15.598.507 ; -40.904.733 ; -70.511.598 ; 585.511.014 
858;Valkenswaard;10; 8.511.306 ; 5.986.430 ; 12.555.653 ; 16.215.110 ; 12.738.259 ; 4.531.646 ; 4.745.886 ; 9.982.644 ; 10.191.274 ; -1.295.262 ; -5.674.283 ; -8.929.968 ; 69.558.695 
861;Veldhoven;10; 13.446.297 ; 6.998.070 ; 13.973.226 ; 19.507.017 ; 18.398.958 ; 6.885.837 ; 6.915.250 ; 15.334.196 ; 13.152.842 ; -00 ; -8.452.559 ; -16.496.419 ; 89.662.714 
865;Vught;10; 8.111.095 ; 4.656.796 ; 8.776.674 ; 11.885.300 ; 12.987.202 ; 4.402.570 ; 6.323.205 ; 9.309.090 ; 9.240.381 ; 1.605.347 ; -5.861.620 ; -10.946.987 ; 60.489.053 
866;Waalre;10; 4.262.597 ; 1.854.813 ; 4.388.614 ; 5.105.376 ; 7.389.860 ; 2.286.007 ; 1.908.220 ; 4.589.155 ; 4.588.933 ; 860.407 ; -3.178.167 ; -4.857.453 ; 29.198.361 
867;Waalwijk;10; 13.997.835 ; 9.922.503 ; 17.741.792 ; 27.764.856 ; 19.684.453 ; 7.354.346 ; 8.642.683 ; 16.712.736 ; 16.772.543 ; -1.637.728 ; -9.098.918 ; -15.749.875 ; 112.107.225 
873;Woensdrecht;10; 5.211.115 ; 3.299.352 ; 7.908.241 ; 9.788.802 ; 9.049.528 ; 3.010.013 ; 2.820.774 ; 5.798.642 ; 8.010.192 ; -887.041 ; -3.941.012 ; -6.696.967 ; 43.371.639 
879;Zundert;10; 5.201.152 ; 2.870.492 ; 6.472.200 ; 9.081.467 ; 9.173.283 ; 2.836.300 ; 3.088.851 ; 5.810.461 ; 8.604.612 ; -00 ; -4.050.218 ; -7.212.414 ; 41.876.185 
888;Beek;11; 3.845.165 ; 2.925.302 ; 5.755.197 ; 7.295.724 ; 6.831.336 ; 2.231.738 ; 1.657.247 ; 4.270.758 ; 5.142.217 ; 268.503 ; -2.885.707 ; -4.624.289 ; 32.713.191 
1954;Beekdaelen;11; 7.891.991 ; 5.619.145 ; 12.106.788 ; 16.140.905 ; 14.059.201 ; 4.795.200 ; 3.811.102 ; 8.662.979 ; 10.751.139 ; 138.772 ; -6.361.305 ; -7.406.431 ; 70.209.486 
889;Beesel;11; 3.406.669 ; 2.559.987 ; 4.897.819 ; 7.488.699 ; 5.846.945 ; 1.819.316 ; 1.775.729 ; 3.957.783 ; 4.564.402 ; -489.745 ; -2.401.471 ; -2.898.183 ; 30.527.950 
893;Bergen (L.);11; 2.880.969 ; 2.070.631 ; 4.195.581 ; 6.014.099 ; 5.600.257 ; 1.886.987 ; 1.669.822 ; 3.097.894 ; 6.232.229 ; -90.758 ; -2.319.433 ; -3.041.495 ; 28.196.785 
899;Brunssum;11; 7.548.307 ; 8.536.817 ; 12.480.837 ; 19.059.727 ; 11.302.980 ; 4.216.284 ; 3.755.134 ; 8.992.865 ; 8.206.812 ; -00 ; -4.889.241 ; -5.569.645 ; 73.640.877 
1711;Echt-Susteren;11; 7.914.302 ; 5.448.031 ; 12.104.633 ; 16.070.797 ; 12.876.576 ; 4.589.266 ; 4.437.567 ; 9.998.888 ; 12.769.560 ; -00 ; -5.730.040 ; -8.360.824 ; 72.118.756 
1903;Eijsden-Margraten;11; 5.830.452 ; 3.025.454 ; 7.969.858 ; 8.945.728 ; 10.458.246 ; 3.338.003 ; 2.824.830 ; 6.322.825 ; 10.135.649 ; -452.595 ; -4.648.988 ; -6.480.980 ; 47.268.481 
907;Gennep;11; 4.161.629 ; 2.998.257 ; 5.421.774 ; 7.052.229 ; 7.470.947 ; 2.452.139 ; 2.507.208 ; 4.861.918 ; 6.732.845 ; 2.171.277 ; -3.158.101 ; -4.926.986 ; 37.745.137 
1729;Gulpen-Wittem;11; 3.102.687 ; 2.121.002 ; 5.682.709 ; 6.534.525 ; 6.077.105 ; 2.078.512 ; 2.354.202 ; 3.250.420 ; 6.750.866 ; -1.775.892 ; -2.489.013 ; -3.441.615 ; 30.245.507 
917;Heerlen;11; 28.344.419 ; 40.166.452 ; 43.984.048 ; 70.734.104 ; 34.277.006 ; 15.224.040 ; 20.291.233 ; 35.908.722 ; 25.232.684 ; -880.174 ; -15.541.373 ; -21.764.298 ; 275.976.862 
1507;Horst aan de Maas;11; 10.398.710 ; 5.655.166 ; 13.346.350 ; 18.534.548 ; 17.149.653 ; 6.081.084 ; 5.720.866 ; 11.974.231 ; 18.899.113 ; -1.296.359 ; -7.856.098 ; -13.436.303 ; 85.170.960 
928;Kerkrade;11; 13.141.495 ; 15.996.283 ; 22.044.969 ; 34.990.386 ; 18.151.521 ; 7.270.895 ; 6.939.118 ; 16.123.886 ; 13.680.568 ; -00 ; -8.077.707 ; -9.721.620 ; 130.539.795 
882;Landgraaf;11; 9.954.331 ; 11.050.970 ; 15.807.061 ; 23.004.126 ; 14.679.952 ; 5.139.965 ; 5.167.845 ; 12.268.273 ; 9.993.734 ; 1.584.691 ; -6.541.540 ; -7.115.291 ; 94.994.117 
1640;Leudal;11; 8.065.682 ; 4.776.762 ; 11.233.022 ; 14.155.319 ; 14.142.109 ; 5.031.248 ; 5.544.027 ; 8.838.439 ; 14.797.474 ; -00 ; -6.411.735 ; -9.395.416 ; 70.776.931 
1641;Maasgouw;11; 5.500.566 ; 3.641.744 ; 8.577.295 ; 9.578.067 ; 10.016.651 ; 3.525.474 ; 2.455.770 ; 6.745.155 ; 9.110.935 ; 622.141 ; -4.350.846 ; -6.518.045 ; 48.904.906 
935;Maastricht;11; 41.633.887 ; 37.364.048 ; 54.266.107 ; 69.593.064 ; 49.532.132 ; 22.816.391 ; 18.602.965 ; 53.839.796 ; 42.138.548 ; -9.692.459 ; -22.296.353 ; -36.772.291 ; 321.025.833 
